"","Date","Team","Opp","BO","Pos","G","AB","PA","H","X1B","X2B","X3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB.","K.","BB.K","AVG.1","OBP","SLG","OPS","ISO","Spd","BABIP","wSB","wRC","wRAA","wOBA","wRC.","GB.FB","LD.","GB.","FB.","IFFB.","HR.FB","IFH.","BUH.","Pull.","Cent.","Oppo.","Soft.","Med.","Hard.","GB","FB","LD","IFFB","IFH","BU","BUH","Balls","Strikes","Pitches","WPA","X.WPA","X.WPA.1","RE24","REW","pLI","phLI","PH","WPA.LI","Clutch","FB..1","FBv","SL.","SLv","CT.","CTv","CB.","CBv","CH.","CHv","SF.","SFv","KN.","KNv","XX.","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB.C","wSL.C","wCT.C","wCB.C","wCH.C","wSF.C","wKN.C","O.Swing.","Z.Swing.","Swing.","O.Contact.","Z.Contact.","Contact.","Zone.","F.Strike.","SwStr.","vFA","vFT","vFC","vFS","vFO","vSI","vSL","vCU","vKC","vEP","vCH","vSC","vKN","FA.X","FT.X","FC.X","FS.X","FO.X","SI.X","SL.X","CU.X","KC.X","EP.X","CH.X","SC.X","KN.X","FA.Z","FT.Z","FC.Z","FS.Z","FO.Z","SI.Z","SL.Z","CU.Z","KC.Z","EP.Z","CH.Z","SC.Z","KN.Z","O.Swing..1","Z.Swing..1","Swing..1","O.Contact..1","Z.Contact..1","Contact..1","Zone..1","Pace","Player"
"150",2013-05-27,"NYM","NYY","2","2B",1,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0.25,0.5,0,0.1,0.25,0,0,-0.3,0.222,39,2,25,50,25,0,0,0,0,50,50,0,25,25,50,2,1,1,0,0,0,0,6,12,18,0.2,-0.08,0.28,0.43,0.05,1.76,0,0,0,0.12,66.7,92.3,5.6,81,0,0,22.2,76.5,5.6,84,0,0,0,0,0,0.2,0,0,-0.1,-0.3,0,0,1.47,0,0,-2.5,-27.89,0,0,40,71.4,52.9,100,80,88.9,41.2,50,5.6,92.2,0,92.4,0,0,0,80.6,76.6,0,0,83.8,0,0,-5.2,0,2.5,0,0,0,4,5.8,0,0,-6.9,0,0,7,0,6.5,0,0,0,0.1,-9.5,0,0,2.9,0,0,22.2,77.8,50,100,85.7,88.9,50,24.9,"Daniel Murphy"
"151",2013-04-25,"NYM","LAD","2","2B",1,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333,25,0,1,0.333,0.5,0.333,0.833,0,0.1,0.333,0,1,0.3,0.394,159,0,0,0,100,0,0,0,0,0,33.3,66.7,33.3,66.7,0,0,3,0,0,0,0,0,9,10,19,0.16,-0.04,0.2,0.87,0.1,1.87,0,0,0.02,0.06,63.2,90.3,26.3,80,0,0,0,0,10.5,78,0,0,0,0,0,0.1,0.2,0,0,-0.1,0,0,0.81,4.17,0,0,-2.97,0,0,0,60,31.6,0,100,100,52.6,25,0,89.8,88.9,91.2,0,0,0,80.6,77.9,0,0,77.9,0,0,5.2,7.3,3.8,0,0,0,-1.8,1.3,0,0,9.8,0,0,13.1,13.7,9.1,0,0,0,0.9,0.5,0,0,8.5,0,0,11.1,50,31.6,100,100,100,52.6,23.3,"Daniel Murphy"
"152",2012-07-01,"NYM","@LAD","7","PH",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,-0.3,0,-100,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,1,0,0,0,0,0,3,2,5,0,0,0,-0.12,-0.01,0.05,0.05,1,-0.02,0,100,89.4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,-5.03,0,0,0,0,0,0,0,33.3,20,0,100,100,60,0,0,0,0,89.5,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,33.3,20,0,100,100,60,22.8,"Daniel Murphy"
"153",2012-06-29,"NYM","@LAD","6","2B",1,5,5,2,0,1,0,1,1,5,0,0,1,0,0,0,0,0,0,0.4,0,20,0,0.4,0.4,1.2,1.6,0.8,0.1,0.333,0,2,1.4,0.663,335,0,25,0,75,0,33.3,0,0,25,75,0,0,50,50,0,3,1,0,0,0,0,5,10,15,0.01,-0.09,0.09,2.6,0.31,0.91,0,0,0.16,-0.15,86.7,90.8,6.7,81,6.7,89,0,0,0,0,0,0,0,0,0,0.2,1.4,-0.2,0,0,0,0,1.62,139.39,-21.36,0,0,0,0,12.5,85.7,46.7,100,100,100,46.7,100,0,89.9,91.6,89.7,0,0,0,81.4,0,0,0,0,0,0,-4.5,-8.7,2.2,0,0,0,4.1,0,0,0,0,0,0,11.8,9.8,11.9,0,0,0,0.8,0,0,0,0,0,0,14.3,75,46.7,100,100,100,53.3,21.7,"Daniel Murphy"
"154",2011-07-03,"NYM","NYY","4","3B",1,5,5,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0.6,0.6,0.6,1.2,0,2.1,0.6,-0.4,1,0.9,0.534,250,2,60,40,0,0,0,50,0,20,40,40,60,40,0,2,0,3,0,1,0,0,3,10,13,0.13,-0.11,0.24,1.32,0.14,1.95,0,0,0.12,-0.05,61.5,88.8,23.1,80.7,7.7,91,0,0,0,0,7.7,0,0,0,0,1.4,0.4,-0.2,0,0,0,0,17.06,12.9,-21.06,0,0,4.98,0,62.5,60,61.5,100,100,100,38.5,80,0,89.2,86.6,91.1,76.2,0,0,80.6,0,0,0,0,0,0,-1,-7.9,4.1,0.7,0,0,2.9,0,0,0,0,0,0,8.6,6.6,5.8,-0.4,0,0,2.3,0,0,0,0,0,0,50,80,61.5,100,100,100,38.5,22.7,"Daniel Murphy"
"155",2011-06-01,"NYM","PIT","5","1B",1,4,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0.5,1,0,2.6,0.5,0,1,0.4,0.445,189,2,50,50,0,0,0,0,0,50,25,25,0,50,50,2,0,2,0,0,0,0,4,8,12,0.03,-0.03,0.06,0.09,0.01,0.7,0,0,0.01,0.03,50,90.5,16.7,83,16.7,89,8.3,77,8.3,87,0,0,0,0,0,-0.6,0.6,0.4,0,0,0,0,-10.03,31.14,21.8,2.62,-4.08,0,0,33.3,66.7,50,100,100,100,50,75,0,90.5,0,90.2,0,0,0,86.4,77.1,0,0,87,0,0,1.1,0,2.8,0,0,0,1.5,10.1,0,0,-7.6,0,0,8.4,0,7.3,0,0,0,3.2,-6.1,0,0,7.1,0,0,20,71.4,50,100,100,100,58.3,24.9,"Daniel Murphy"
"156",2009-04-08,"NYM","@CIN","2","LF",1,4,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.25,20,0,1,0.25,0.4,0.25,0.65,0,2.6,0.25,0,1,0,0.32,95,3,0,75,25,0,0,0,0,25,25,50,25,50,25,3,1,0,0,0,0,0,11,9,20,0.02,-0.06,0.08,0.28,0.03,1,0,0,0.01,0.01,65,93.2,5,80,15,91.7,0,0,15,82,0,0,0,0,0,-0.2,0,0.3,0,-0.1,0,0,-1.37,4.93,9.43,0,-3.05,0,0,7.7,71.4,30,100,100,100,35,40,0,92.9,0,91.8,0,0,0,80.3,0,0,0,81.8,0,0,-3.3,0,2.3,0,0,0,6,0,0,0,-4.9,0,0,8.2,0,8.8,0,0,0,-1.4,0,0,0,0.4,0,0,8.3,62.5,30,100,100,100,40,22.7,"Daniel Murphy"
"157",2014-09-07,"NYM","@CIN","3","3B",1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0.1,0,0,-1,-1.2,0,-100,0,0,0,100,0,0,0,0,0,50,50,0,50,50,0,4,0,0,0,0,0,11,10,21,-0.14,-0.14,0,-1.35,-0.16,1.23,0,0,-0.09,-0.02,76.2,90.9,0,0,0,0,19.1,75.5,4.8,78,0,0,0,0,0,-1.1,0,0,-0.2,0,0,0,-6.7,0,0,-4.5,4.63,0,0,8.3,77.8,38.1,0,100,87.5,42.9,20,4.8,91.8,87.8,91.1,0,0,0,0,77.6,74.4,0,0,0,0,-0.5,-6.9,1.6,0,0,0,0,2.5,2.2,0,0,0,0,9.5,8.3,10.5,0,0,0,0,-3.6,-3.3,0,0,0,0,9.1,70,38.1,0,100,87.5,47.6,23.8,"David Wright"
"158",2014-08-23,"NYM","@LAD","3","3B",1,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,40,0,0,0,0,0,0,0.1,0,0,-1,-1.2,0,-100,3,0,100,0,0,0,0,0,66.7,33.3,0,0,100,0,3,0,0,0,0,0,0,7,14,21,-0.3,-0.3,0,-2.58,-0.29,1.67,0,0,-0.18,0,61.9,93.8,33.3,86.9,0,0,4.8,76,0,0,0,0,0,0,0,-1.1,-1.1,0,0,0,0,0,-8.57,-15.33,0,-3.78,0,0,0,33.3,77.8,52.4,0,71.4,45.5,42.9,100,28.6,94.3,93,97.1,0,0,0,86.8,76.2,0,0,0,0,0,-2.3,-7,1.7,0,0,0,3,2.8,0,0,0,0,0,9.1,6.8,9.5,0,0,0,0.9,-9.3,0,0,0,0,0,30,72.7,52.4,0,62.5,45.5,52.4,26.3,"David Wright"
"159",2014-08-14,"NYM","WSN","3","3B",1,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0,50,0,0.25,0.25,0.25,0.5,0,0.1,0.5,0,0,-0.3,0.223,41,1,0,50,50,0,0,0,0,50,50,0,50,50,0,1,1,0,0,0,0,0,6,12,18,-0.06,-0.07,0.01,-0.73,-0.09,0.75,0,0,-0.04,-0.03,38.9,95.1,11.1,85,33.3,90.5,11.1,80.5,5.6,87,0,0,0,0,0,0.1,-0.2,0,-0.2,0,0,0,1.64,-12.06,0.06,-11.15,4.63,0,0,54.6,42.9,50,66.7,66.7,66.7,38.9,75,16.7,93.9,96.2,90.2,0,0,0,84.9,80.9,0,0,86.8,0,0,-3.8,-6.2,1.7,0,0,0,4.1,7.3,0,0,-9.5,0,0,8.3,6,7.9,0,0,0,0.6,-7,0,0,1.2,0,0,42.9,54.6,50,66.7,66.7,66.7,61.1,23.8,"David Wright"
"160",2014-07-29,"NYM","PHI","3","3B",1,4,4,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0,50,0,0.25,0.25,0.5,0.75,0.25,0.1,0.5,0,0,0,0.321,108,0,50,0,50,0,0,0,0,50,50,0,0,50,50,0,1,1,0,0,0,0,4,10,14,-0.03,-0.06,0.03,-0.43,-0.05,0.75,0,0,-0.01,-0.03,57.1,94.4,7.1,87,7.1,89,21.4,78.3,7.1,85,0,0,0,0,0,-0.1,-0.2,0.7,-0.2,-0.1,0,0,-1.72,-22.36,74.43,-7.36,-14.59,0,0,66.7,57.1,61.5,50,100,75,53.9,100,14.3,94.4,0,89.4,0,0,0,86.9,78.1,0,0,84.5,0,0,3,0,2.5,0,0,0,1.9,-2,0,0,8.8,0,0,7.6,0,6.1,0,0,0,1.3,-8.5,0,0,5.9,0,0,37.5,83.3,57.1,66.7,80,75,42.9,21.8,"David Wright"
"161",2014-05-21,"NYM","LAD","3","3B",1,5,5,3,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.6,0,40,0,0.6,0.6,0.8,1.4,0.2,0.1,1,0,2,1.2,0.613,308,1,66.7,33.3,0,0,0,0,0,33.3,33.3,33.3,0,66.7,33.3,1,0,2,0,0,0,0,8,9,17,0.09,-0.06,0.15,0.58,0.07,1.28,0,0,0.08,0,82.4,92.9,11.8,83,0,0,0,0,5.9,84,0,0,0,0,0,0.3,0.4,0,0,0.4,0,0,2.13,21.9,0,0,41.22,0,0,0,62.5,29.4,0,80,80,47.1,40,5.9,91.8,90.9,95.7,0,0,93.1,83,0,0,0,84.1,0,0,7.1,7.9,5.5,0,0,-9.3,2.3,0,0,0,12.3,0,0,10,7.2,8.6,0,0,0.5,-2.8,0,0,0,5.4,0,0,0,55.6,29.4,0,80,80,52.9,24.3,"David Wright"
"162",2014-05-20,"NYM","LAD","3","3B",1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.2,0.2,0.4,0,0.1,0.2,0,0,-0.5,0.178,11,1,20,40,40,0,0,0,0,20,20,60,0,60,40,2,2,1,0,0,0,0,11,19,30,-0.07,-0.11,0.04,-1.02,-0.12,1.08,0,0,-0.05,-0.01,46.7,91.7,3.3,83,13.3,89.8,33.3,72.4,3.3,79,0,0,0,0,0,0,0,-0.2,-0.3,0.1,0,0,-0.28,0,-5.93,-3.35,8.73,0,0,16.7,77.8,53.3,100,92.9,93.8,60,40,3.3,91.7,0,93.1,0,0,85.9,83.2,72.4,0,0,79.1,0,0,-5.1,0,2.5,0,0,11.1,2.8,9,0,0,10.9,0,0,7.3,0,7.2,0,0,1.7,-4.8,-11.1,0,0,2.8,0,0,16.7,77.8,53.3,100,92.9,93.8,60,27.6,"David Wright"
"163",2013-04-25,"NYM","LAD","3","3B",1,2,4,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,25,50,0.5,0,0.25,0,0.25,0,0.1,0,0,0,-0.4,0.173,4,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,1,0,0,0,0,0,8,10,18,-0.1,-0.13,0.03,-0.69,-0.08,1.86,0,0,-0.02,-0.03,77.8,89.8,5.6,78,0,0,11.1,69.5,5.6,80,0,0,0,0,0,-0.4,0,0,0.1,0,0,0,-2.63,2.85,0,5.08,0,0,0,20,37.5,27.8,50,33.3,40,44.4,75,16.7,89.4,88.5,92.3,0,0,0,78,69.4,0,0,80.1,0,0,5.1,6.9,3.7,0,0,0,-2.8,-6,0,0,6.6,0,0,12.9,11.9,10.8,0,0,0,-1.3,-9.4,0,0,10.8,0,0,20,37.5,27.8,50,33.3,40,44.4,22.9,"David Wright"
"164",2012-07-21,"NYM","LAD","3","3B",1,3,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,40,0,2,0,0.4,0,0.4,0,0.1,0,0,0,-0.2,0.276,75,0,0,0,100,66.7,0,0,0,33.3,0,66.7,66.7,0,33.3,0,3,0,2,0,0,0,9,9,18,-0.03,-0.06,0.04,-0.52,-0.06,0.73,0,0,0.01,-0.04,83.3,89.6,0,0,0,0,0,0,16.7,78.3,0,0,0,0,0,-0.1,0,0,0,0,0,0,-0.93,0,0,0,-1.28,0,0,11.1,75,41.2,100,83.3,85.7,47.1,40,5.6,0,0,91.4,0,0,88.5,0,0,0,0,78.2,0,0,0,0,2.8,0,0,11.7,0,0,0,0,8.6,0,0,0,0,7.8,0,0,8.6,0,0,0,0,1.9,0,0,11.1,66.7,38.9,100,83.3,85.7,50,25,"David Wright"
"165",2012-04-30,"NYM","@HOU","4","3B",1,4,4,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.25,0,75,0,0.25,0.25,0.25,0.5,0,2.6,1,0,0,-0.3,0.221,37,0,100,0,0,0,0,0,0,0,100,0,100,0,0,0,0,1,0,0,0,0,7,11,18,-0.06,-0.1,0.04,-0.34,-0.04,1.18,0,0,-0.03,-0.02,27.8,92.2,38.9,85.7,11.1,90,22.2,78.8,0,0,0,0,0,0,0,0.5,-0.5,0.1,-0.3,0,0,0,9.07,-6.81,2.61,-8.55,0,0,0,22.2,22.2,22.2,50,50,50,50,50,11.1,92.3,0,89.8,0,0,0,85.7,78.4,0,0,66.6,0,0,-0.7,0,3.4,0,0,0,6.7,11.8,0,0,7.2,0,0,8.9,0,8,0,0,0,2.3,-5.6,0,0,-2.3,0,0,22.2,22.2,22.2,50,50,50,50,21,"David Wright"
"166",2011-09-18,"NYM","@ATL","3","3B",1,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,20,0,0.2,0.2,0.2,0.4,0,0.1,0.25,0,0,-0.5,0.178,6,1,0,50,50,50,0,0,0,50,25,25,25,25,50,2,2,0,1,0,0,0,7,10,17,-0.08,-0.09,0.01,-0.58,-0.07,0.82,0,0,-0.07,-0.03,76.5,93.5,11.8,82,0,0,11.8,72,0,0,0,0,0,0,0,-0.4,0,0,-0.1,0,0,0,-3.18,-0.94,0,-4.73,0,0,0,14.3,50,35.3,100,80,83.3,58.8,40,5.9,93.9,0,91.9,0,0,93.1,81.9,72.2,0,0,0,0,0,-3.4,0,1.7,0,0,9.4,2.9,4.6,0,0,0,0,0,10.1,0,11.1,0,0,6.3,-0.3,-10.7,0,0,0,0,0,25,37.5,31.3,100,100,100,50,18.5,"David Wright"
"167",2011-05-08,"NYM","LAD","3","3B",1,3,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,40,40,1,0,0.4,0,0.4,0,0.1,0,0,0,-0.2,0.278,74,1,0,100,0,0,0,0,0,100,0,0,0,100,0,1,0,0,0,0,0,0,9,11,20,-0.03,-0.1,0.06,-0.25,-0.03,1.47,0,0,-0.03,0.01,85,93.4,10,85,0,0,5,73,0,0,0,0,0,0,0,0.1,-0.2,0,-0.1,0,0,0,0.57,-8.55,0,-5.38,0,0,0,0,63.6,35,0,42.9,42.9,55,40,20,93.1,0,93.4,0,0,93.4,84.8,73.2,0,0,0,0,0,2.3,0,2,0,0,-9.9,-2,-0.9,0,0,0,0,0,12.3,0,11.7,0,0,8.5,2,-9.7,0,0,0,0,0,11.1,54.6,35,100,33.3,42.9,55,28.2,"David Wright"
"168",2011-04-19,"NYM","HOU","3","3B",1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0.1,0,0,-1,-1,0,-100,0.5,0,33.3,66.7,0,0,0,0,33.3,33.3,33.3,0,66.7,33.3,1,2,0,0,0,0,0,7,8,15,-0.08,-0.08,0,-0.83,-0.09,0.82,0,0,-0.1,0,66.7,89.3,0,0,0,0,20,76,13.3,81,0,0,0,0,0,-0.2,0,0,-0.6,-0.2,0,0,-2.27,0,0,-21.06,-11.92,0,0,0,85.7,40,0,50,50,46.7,25,20,89.3,90,89,0,0,0,0,76.1,0,0,80.9,0,0,5.4,8.3,2.2,0,0,0,0,-3.2,0,0,7.6,0,0,10.9,10.1,12.1,0,0,0,0,-7.9,0,0,6.9,0,0,20,80,40,50,50,50,33.3,15.8,"David Wright"
"169",2010-08-18,"NYM","@HOU","3","3B",1,6,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0.333,0.333,0.5,0.833,0.167,0.1,0.333,0,1,0.2,0.361,126,1,33.3,33.3,33.3,0,0,0,0,50,50,0,16.7,50,33.3,2,2,2,0,0,0,0,6,13,19,-0.07,-0.17,0.09,-0.54,-0.06,1.33,0,0,-0.01,-0.04,64.7,91.7,11.8,90.5,0,0,23.5,76.5,0,0,0,0,0,0,10.5,-0.3,-0.1,0,0.6,0,0,0,-2.29,-4.98,0,15.78,0,0,0,45.5,66.7,52.9,60,100,77.8,35.3,66.7,10.5,91.8,0,90.8,0,0,90.9,0,75.8,0,0,0,0,0,-4.4,0,1.9,0,0,-6.9,0,8.6,0,0,0,0,0,5.3,0,6.6,0,0,4.6,0,-11.1,0,0,0,0,0,33.3,66.7,50,66.7,83.3,77.8,50,16.7,"David Wright"
"170",2010-04-11,"NYM","WSN","3","3B",1,2,4,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,50,0,2,0,0.5,0,0.5,0,7.5,0,0.2,1,0.1,0.351,119,1,0,50,50,0,0,0,0,0,100,0,0,100,0,1,1,0,0,0,0,0,10,6,16,-0.03,-0.06,0.03,-0.1,-0.01,0.53,0,0,0.04,-0.1,56.3,87.6,25,81.5,0,0,12.5,65,6.3,77,0,0,0,0,0,0.2,-0.8,0,0,0.1,0,0,2.54,-19.86,0,1.67,9.99,0,0,0,50,12.5,0,100,100,25,25,0,87.5,0,89.2,0,0,85.7,80.1,65,0,0,76.6,0,0,-5.1,0,1.6,0,0,-9.7,0.3,9.1,0,0,-11,0,0,9.9,0,11.5,0,0,7,6.6,-4.8,0,0,4.4,0,0,8.3,25,12.5,100,100,100,25,16.8,"David Wright"
"171",2009-05-15,"NYM","@SFG","5","3B",1,5,5,3,2,1,0,0,1,4,0,0,2,0,0,0,0,1,0,0.6,0,40,0,0.6,0.6,0.8,1.4,0.2,6.5,1,0.2,2,1.2,0.61,289,1,66.7,33.3,0,0,0,0,0,33.3,66.7,0,0,33.3,66.7,1,0,2,0,0,0,0,4,15,19,0.48,-0.07,0.55,2.29,0.25,2.25,0,0,0.13,0.09,36.8,94.1,10.5,83.5,21.1,89.3,15.8,77,15.8,82.7,0,0,0,0,0,0.7,0.8,0,-0.2,-0.2,0,0,9.98,38.53,1.23,-5.67,-6.03,0,0,0,57.1,42.1,0,100,100,73.7,60,0,94,0,88.8,0,0,0,85.9,75.5,0,0,82.7,0,0,-4.4,0,2.9,0,0,0,1,4.9,0,0,-4.1,0,0,10.6,0,6.3,0,0,0,1.8,-8.1,0,0,4.3,0,0,12.5,63.6,42.1,100,100,100,57.9,24.4,"David Wright"
"172",2008-09-21,"NYM","@ATL","3","3B",1,3,5,2,1,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0.667,40,0,2,0.667,0.8,1.667,2.467,1,2.6,0.5,0,3,2.2,0.867,453,1,33.3,33.3,33.3,0,100,0,0,33.3,66.7,0,0,66.7,33.3,1,1,1,0,0,0,0,14,11,25,0.21,-0.02,0.23,2.41,0.23,0.6,0,0,0.32,0.04,72,90.1,24,80.2,0,0,0,0,4,79,0,0,0,0,0,2,0.2,0,0,0.1,0,0,11.2,3.52,0,0,6.14,0,0,12.5,88.9,40,50,75,70,36,20,12,90.1,0,88.9,0,0,0,79.2,81,0,0,79.4,0,0,-1.2,0,3.1,0,0,0,2.7,-0.1,0,0,-6.6,0,0,11,0,10.1,0,0,0,2.8,-0.1,0,0,10.5,0,0,13.3,80,40,0,87.5,70,40,19.1,"David Wright"
"173",2008-05-11,"NYM","CIN","3","3B",1,4,5,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0.25,20,40,0.5,0.25,0.4,0.25,0.65,0,2.5,0.5,-0.4,1,0,0.321,93,1,0,50,50,0,0,0,0,50,50,0,0,100,0,1,1,0,0,0,0,0,13,17,30,-0.03,-0.07,0.04,-0.77,-0.08,0.46,0,0,-0.03,-0.04,46.7,91,26.7,84.1,20,90.2,0,0,6.7,87,0,0,0,0,0,0,-0.6,0.4,0,0.1,0,0,0.14,-8.06,7.05,0,7.22,0,0,31.6,63.6,43.3,66.7,57.1,61.5,36.7,20,16.7,90,0,90.6,0,0,0,85,0,0,0,85.1,0,0,-4.7,0,3.2,0,0,0,1.8,0,0,0,-10.5,0,0,9.4,0,7.4,0,0,0,3.3,0,0,0,5.1,0,0,30.8,52.9,43.3,25,77.8,61.5,56.7,21.1,"David Wright"
"174",2015-06-13,"COL","@MIA","3","SS",1,4,4,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.25,0,50,0,0.25,0.25,0.25,0.5,0,0.1,0.5,0,0,-0.3,0.221,18,0,50,0,50,0,0,0,0,0,50,50,0,100,0,0,1,1,0,0,0,0,4,9,13,0.01,-0.07,0.08,-0.07,-0.01,1.07,0,0,-0.03,0.04,46.2,94.8,53.9,84,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,-0.4,-4.03,0,0,0,0,0,40,57.1,50,50,50,50,58.3,75,23.1,95.8,97,93.5,0,0,0,85.8,82,0,0,0,0,0,-2.2,-9.7,2.6,0,0,0,3,8.4,0,0,0,0,0,11.3,4,11.2,0,0,0,3.2,-2.6,0,0,0,0,0,42.9,50,46.2,66.7,33.3,50,46.2,35.1,"Troy Tulo"
"175",2014-05-08,"COL","@TEX","3","SS",1,2,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,50,25,2,0,0.5,0,0.5,0,0.1,0,0,1,0.1,0.345,103,0,0,0,100,100,0,0,0,100,0,0,100,0,0,0,1,0,1,0,0,0,12,6,18,0.06,-0.01,0.08,0.33,0.03,0.65,0,0,0.02,0.08,61.1,90.8,5.6,82,0,0,5.6,76,16.7,81,11.1,86,0,0,0,-0.2,0,0,0,0.2,0,0,-1.84,3.5,0,3.5,7.81,1.49,0,8.3,40,17.7,100,100,100,29.4,0,0,91.3,90.2,88.5,0,0,0,82.2,76.4,0,0,82.8,0,0,2.8,10.7,4.7,0,0,0,3.5,1.9,0,0,4.1,0,0,10.1,5.5,8.2,0,0,0,-0.1,-0.8,0,0,5.5,0,0,0,50,16.7,0,100,100,33.3,28.3,"Troy Tulo"
"176",2013-09-29,"COL","@LAD","4","SS",1,4,5,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0.25,20,40,0.5,0.25,0.4,0.25,0.65,0,0.1,0.5,0,1,0,0.316,82,0,50,0,50,0,0,0,0,50,50,0,0,100,0,0,1,1,0,0,0,0,10,11,21,0.03,-0.06,0.09,0.39,0.05,1.22,0,0,-0.03,0.05,47.6,91.6,42.9,83.4,0,0,4.8,75,4.8,82,0,0,0,0,0,0.1,-0.5,0,0,0.4,0,0,0.79,-5.27,0,4.56,35.89,0,0,23.1,71.4,40,66.7,100,87.5,35,40,4.8,91.7,90.1,92.8,0,0,0,83.2,74.5,0,0,82.1,0,0,2,-1.1,2,0,0,0,0.5,6.5,0,0,7.2,0,0,9.3,7.1,8.7,0,0,0,0.9,-6.8,0,0,7.8,0,0,15.4,75,38.1,50,100,87.5,38.1,26.6,"Troy Tulo"
"177",2013-07-21,"COL","CHC","3","SS",1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0.1,0,0,-1,-1,0,-100,3,0,100,0,0,0,0,0,100,0,0,0,100,0,3,0,0,0,0,0,0,6,9,15,-0.07,-0.07,0,-0.87,-0.08,0.68,0,0,-0.11,0,53.3,92.3,26.7,85.8,6.7,94,13.3,78,0,0,0,0,0,0,0,-0.3,-0.4,0.1,-0.3,0,0,0,-3.6,-9.38,5.61,-12.56,0,0,0,25,57.1,40,100,100,100,46.7,75,0,92.7,0,90.1,0,0,0,85.6,78.1,0,0,0,0,0,-0.2,0,3.8,0,0,0,2.4,4.7,0,0,0,0,0,5.1,0,6.9,0,0,0,-0.6,-7,0,0,0,0,0,37.5,42.9,40,100,100,100,46.7,24.4,"Troy Tulo"
"178",2013-07-14,"COL","@LAD","4","SS",1,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,20,20,1,0,0.2,0,0.2,0,0.1,0,0,0,-0.7,0.138,-41,0.5,0,33.3,66.7,50,0,0,0,66.7,33.3,0,33.3,66.7,0,1,2,0,1,0,0,0,6,6,12,-0.12,-0.14,0.02,-1.24,-0.15,1.08,0,0,-0.07,-0.04,83.3,93.1,16.7,81.5,0,0,0,0,0,0,0,0,0,0,0,-1,-0.2,0,0,0,0,0,-9.66,-12.14,0,0,0,0,0,14.3,60,33.3,100,66.7,75,41.7,40,8.3,90.4,89.6,93.8,0,0,94.8,81.4,0,0,0,0,0,0,-6.5,-7.9,1.6,0,0,-9.5,0.8,0,0,0,0,0,0,3.3,6.1,10.9,0,0,3.5,0.5,0,0,0,0,0,0,0,66.7,33.3,0,75,75,50,17.4,"Troy Tulo"
